year,spatial_unit,age,nat,sex,n_jan,births,hist_imm_nat_n,hist_imm_int_n,hist_imm_sub_n,hist_emi_sub_n
2023,3,92,int,m,0,0,0,0,0,0
2023,3,93,int,m,2,0,0,0,0,0
2023,3,94,int,m,3,0,0,0,0,0
2023,3,95,int,m,1,0,0,0,0,0
2023,3,96,int,m,1,0,0,0,0,0
2023,3,97,int,m,0,0,0,0,0,0
2023,3,98,int,m,0,0,0,0,0,0
2023,3,99,int,m,0,0,0,0,0,0
2023,3,100,int,m,1,0,0,0,0,0
2023,3,0,int,f,0,113,3,1,2,4
2023,3,1,int,f,100,0,1,8,4,3
2023,3,2,int,f,131,0,5,10,9,3
2023,3,3,int,f,114,0,2,6,7,4
2023,3,4,int,f,126,0,1,14,9,7
2023,3,5,int,f,116,0,3,6,3,4
2023,3,6,int,f,115,0,3,8,3,3
2023,3,7,int,f,117,0,5,3,1,0
2023,3,8,int,f,121,0,1,5,6,5
2023,3,9,int,f,135,0,2,7,2,6
2023,3,10,int,f,124,0,1,8,5,4
2023,3,11,int,f,122,0,3,6,4,3
2023,3,12,int,f,99,0,2,9,1,4
2023,3,13,int,f,119,0,2,8,3,8
2023,3,14,int,f,124,0,2,3,4,3
2023,3,15,int,f,107,0,3,1,3,4
2023,3,16,int,f,118,0,3,5,2,4
2023,3,17,int,f,99,0,2,4,5,2
2023,3,18,int,f,113,0,4,5,2,1
2023,3,19,int,f,106,0,2,2,5,5
2023,3,20,int,f,88,0,2,6,3,3
2023,3,21,int,f,94,0,1,11,10,6
2023,3,22,int,f,99,0,5,15,16,7
2023,3,23,int,f,120,0,5,28,13,14
2023,3,24,int,f,109,0,9,23,10,12
2023,3,25,int,f,155,0,13,29,12,20
2023,3,26,int,f,138,0,6,22,16,12
2023,3,27,int,f,135,0,9,27,18,14
2023,3,28,int,f,172,0,10,17,21,13
2023,3,29,int,f,160,0,8,21,23,22
2023,3,30,int,f,191,0,13,18,12,15
2023,3,31,int,f,171,0,10,19,18,16
2023,3,32,int,f,193,0,8,12,17,17
2023,3,33,int,f,204,0,8,18,17,20
2023,3,34,int,f,219,0,11,11,13,9
2023,3,35,int,f,168,0,16,20,13,9
2023,3,36,int,f,204,0,10,20,10,11
2023,3,37,int,f,213,0,6,12,7,9
2023,3,38,int,f,224,0,6,23,10,9
2023,3,39,int,f,195,0,11,13,9,4
2023,3,40,int,f,207,0,2,7,4,7
2023,3,41,int,f,235,0,6,9,11,7
2023,3,42,int,f,196,0,8,10,8,8
2023,3,43,int,f,196,0,6,5,8,9
2023,3,44,int,f,173,0,7,9,3,5
2023,3,45,int,f,191,0,11,7,8,4
2023,3,46,int,f,182,0,7,11,3,6
2023,3,47,int,f,162,0,7,14,2,4
2023,3,48,int,f,199,0,5,6,7,10
2023,3,49,int,f,148,0,1,10,5,7
2023,3,50,int,f,148,0,4,7,1,6
2023,3,51,int,f,165,0,6,10,5,5
2023,3,52,int,f,172,0,1,4,5,4
2023,3,53,int,f,153,0,1,6,1,6
2023,3,54,int,f,154,0,0,3,8,3
2023,3,55,int,f,156,0,2,3,7,3
2023,3,56,int,f,151,0,1,4,2,2
2023,3,57,int,f,126,0,2,3,3,2
2023,3,58,int,f,144,0,0,0,3,2
2023,3,59,int,f,136,0,1,2,5,2
2023,3,60,int,f,130,0,1,2,3,7
2023,3,61,int,f,102,0,1,3,1,5
2023,3,62,int,f,99,0,1,2,5,2
2023,3,63,int,f,117,0,2,1,5,7
2023,3,64,int,f,87,0,2,3,1,1
2023,3,65,int,f,87,0,2,0,2,1
2023,3,66,int,f,56,0,3,0,1,1
2023,3,67,int,f,63,0,1,1,1,1
2023,3,68,int,f,69,0,1,0,1,5
2023,3,69,int,f,52,0,1,1,1,1
2023,3,70,int,f,41,0,1,1,0,0
2023,3,71,int,f,43,0,0,0,0,0
2023,3,72,int,f,31,0,0,0,1,0
2023,3,73,int,f,52,0,1,0,4,2
2023,3,74,int,f,43,0,0,2,1,0
2023,3,75,int,f,48,0,0,0,0,1
2023,3,76,int,f,25,0,0,0,0,1
2023,3,77,int,f,39,0,0,0,0,1
2023,3,78,int,f,26,0,1,0,0,0
2023,3,79,int,f,31,0,0,0,0,0
2023,3,80,int,f,26,0,0,0,0,0
2023,3,81,int,f,31,0,0,1,0,0
2023,3,82,int,f,32,0,0,0,0,0
2023,3,83,int,f,23,0,2,1,1,0
2023,3,84,int,f,21,0,0,0,1,0
2023,3,85,int,f,12,0,0,0,0,0
2023,3,86,int,f,17,0,0,0,0,0
2023,3,87,int,f,14,0,0,0,1,0
2023,3,88,int,f,9,0,0,0,0,0
2023,3,89,int,f,12,0,0,0,0,1
2023,3,90,int,f,11,0,0,0,0,0
2023,3,91,int,f,4,0,0,0,0,0
2023,3,92,int,f,4,0,0,0,0,0
2023,3,93,int,f,0,0,0,0,0,0
2023,3,94,int,f,1,0,0,0,0,0
2023,3,95,int,f,3,0,0,0,0,0
2023,3,96,int,f,0,0,0,0,0,0
2023,3,97,int,f,0,0,0,0,0,0
2023,3,98,int,f,0,0,0,0,0,0
2023,3,99,int,f,0,0,0,0,0,0
2023,3,100,int,f,0,0,0,0,0,0
2024,3,0,ch,m,0,242,3,0,3,13
2024,3,1,ch,m,233,0,12,1,22,13
2024,3,2,ch,m,243,0,8,2,12,14
2024,3,3,ch,m,242,0,7,1,13,15
2024,3,4,ch,m,260,0,9,0,16,8
2024,3,5,ch,m,256,0,8,1,9,6
2024,3,6,ch,m,245,0,7,0,7,8
2024,3,7,ch,m,264,0,6,1,6,7
2024,3,8,ch,m,244,0,4,0,2,2
2024,3,9,ch,m,261,0,2,1,5,3
2024,3,10,ch,m,282,0,6,1,3,5
2024,3,11,ch,m,256,0,2,0,5,3
2024,3,12,ch,m,251,0,5,1,3,3
2024,3,13,ch,m,282,0,2,0,2,4
2024,3,14,ch,m,281,0,0,1,7,6
2024,3,15,ch,m,251,0,2,1,12,6
2024,3,16,ch,m,256,0,3,1,3,2
2024,3,17,ch,m,255,0,2,0,4,3
2024,3,18,ch,m,274,0,1,1,3,3
2024,3,19,ch,m,287,0,4,1,6,6
2024,3,20,ch,m,281,0,4,1,8,10
2024,3,21,ch,m,255,0,6,1,15,15
2024,3,22,ch,m,259,0,11,0,18,12
2024,3,23,ch,m,268,0,11,1,22,30
2024,3,24,ch,m,285,0,13,0,27,33
2024,3,25,ch,m,286,0,15,0,25,36
2024,3,26,ch,m,303,0,12,2,31,26
2024,3,27,ch,m,291,0,13,3,29,33
2024,3,28,ch,m,320,0,10,1,24,34
2024,3,29,ch,m,315,0,12,3,34,40
2024,3,30,ch,m,287,0,17,0,25,25
2024,3,31,ch,m,290,0,18,1,25,16
2024,3,32,ch,m,319,0,12,2,15,16
2024,3,33,ch,m,308,0,19,2,23,25
2024,3,34,ch,m,308,0,13,1,24,28
2024,3,35,ch,m,305,0,11,0,19,14
2024,3,36,ch,m,309,0,14,1,18,23
2024,3,37,ch,m,283,0,10,1,15,21
2024,3,38,ch,m,289,0,11,1,12,8
2024,3,39,ch,m,281,0,7,2,27,9
2024,3,40,ch,m,273,0,5,1,12,11
2024,3,41,ch,m,281,0,4,0,10,8
2024,3,42,ch,m,267,0,11,1,9,11
2024,3,43,ch,m,294,0,5,1,7,12
2024,3,44,ch,m,298,0,8,1,7,5
2024,3,45,ch,m,284,0,1,1,9,4
2024,3,46,ch,m,245,0,4,0,4,4
2024,3,47,ch,m,249,0,7,0,9,7
2024,3,48,ch,m,266,0,3,0,2,8
2024,3,49,ch,m,271,0,6,1,11,6
2024,3,50,ch,m,288,0,0,0,4,8
2024,3,51,ch,m,295,0,8,0,6,6
2024,3,52,ch,m,319,0,2,1,9,7
2024,3,53,ch,m,350,0,5,2,10,5
2024,3,54,ch,m,357,0,5,0,8,4
2024,3,55,ch,m,348,0,4,2,8,6
2024,3,56,ch,m,380,0,1,0,6,7
2024,3,57,ch,m,387,0,3,2,9,10
2024,3,58,ch,m,414,0,3,1,11,13
2024,3,59,ch,m,406,0,1,0,11,14
2024,3,60,ch,m,456,0,3,2,9,8
2024,3,61,ch,m,419,0,7,0,6,11
2024,3,62,ch,m,420,0,6,1,6,6
2024,3,63,ch,m,403,0,4,1,9,10
2024,3,64,ch,m,392,0,3,1,8,3
2024,3,65,ch,m,333,0,3,0,9,4
2024,3,66,ch,m,363,0,6,2,8,9
2024,3,67,ch,m,338,0,3,1,4,7
2024,3,68,ch,m,354,0,3,2,7,5
2024,3,69,ch,m,361,0,1,1,8,7
2024,3,70,ch,m,323,0,4,0,5,1
2024,3,71,ch,m,322,0,4,0,2,4
2024,3,72,ch,m,340,0,5,2,3,2
2024,3,73,ch,m,288,0,0,0,4,2
2024,3,74,ch,m,275,0,3,0,5,1
2024,3,75,ch,m,277,0,1,0,3,4
2024,3,76,ch,m,282,0,2,1,5,1
2024,3,77,ch,m,246,0,2,0,7,3
2024,3,78,ch,m,271,0,0,0,0,1
2024,3,79,ch,m,246,0,2,0,1,2
2024,3,80,ch,m,223,0,1,0,3,2
2024,3,81,ch,m,221,0,0,0,2,1
2024,3,82,ch,m,183,0,3,0,2,3
2024,3,83,ch,m,166,0,0,0,1,1
2024,3,84,ch,m,117,0,2,1,3,2
2024,3,85,ch,m,124,0,1,0,1,0
2024,3,86,ch,m,107,0,1,0,1,0
2024,3,87,ch,m,81,0,1,0,2,0
2024,3,88,ch,m,79,0,0,0,3,1
2024,3,89,ch,m,84,0,1,0,2,0
2024,3,90,ch,m,51,0,0,0,1,1
2024,3,91,ch,m,54,0,0,0,1,1
2024,3,92,ch,m,38,0,0,0,0,0
2024,3,93,ch,m,22,0,0,0,1,1
2024,3,94,ch,m,25,0,0,0,0,2
2024,3,95,ch,m,18,0,0,0,1,0
2024,3,96,ch,m,9,0,0,0,1,1
2024,3,97,ch,m,10,0,0,0,0,0
2024,3,98,ch,m,4,0,0,0,0,0
2024,3,99,ch,m,5,0,0,0,1,0
2024,3,100,ch,m,4,0,0,0,0,0
2024,3,0,ch,f,0,188,6,0,14,7
2024,3,1,ch,f,218,0,12,3,17,10
2024,3,2,ch,f,222,0,11,0,14,14
2024,3,3,ch,f,270,0,10,1,12,20
2024,3,4,ch,f,259,0,8,1,7,8
2024,3,5,ch,f,232,0,9,0,4,6
2024,3,6,ch,f,226,0,2,3,6,3
2024,3,7,ch,f,259,0,1,0,6,4
2024,3,8,ch,f,233,0,2,3,3,5
2024,3,9,ch,f,227,0,4,1,4,5
2024,3,10,ch,f,237,0,3,1,4,2
2024,3,11,ch,f,244,0,3,0,2,1
2024,3,12,ch,f,256,0,3,1,3,7
2024,3,13,ch,f,246,0,1,1,7,4
2024,3,14,ch,f,253,0,0,0,5,3
2024,3,15,ch,f,258,0,4,0,3,2
2024,3,16,ch,f,257,0,2,0,3,5
2024,3,17,ch,f,251,0,2,0,4,9
2024,3,18,ch,f,255,0,5,0,2,5
2024,3,19,ch,f,290,0,2,0,10,8
2024,3,20,ch,f,250,0,10,2,8,7
2024,3,21,ch,f,269,0,12,1,19,25
2024,3,22,ch,f,275,0,13,2,23,28
2024,3,23,ch,f,266,0,7,0,30,27
2024,3,24,ch,f,259,0,19,1,23,42
2024,3,25,ch,f,254,0,20,0,26,32
2024,3,26,ch,f,289,0,21,2,40,28
2024,3,27,ch,f,298,0,21,3,39,36
2024,3,28,ch,f,278,0,22,2,46,43
2024,3,29,ch,f,279,0,14,2,28,21
2024,3,30,ch,f,275,0,19,2,27,26
2024,3,31,ch,f,271,0,18,0,18,17
2024,3,32,ch,f,276,0,16,2,19,18
2024,3,33,ch,f,298,0,13,1,20,20
2024,3,34,ch,f,291,0,6,3,19,19
2024,3,35,ch,f,307,0,16,0,17,18
2024,3,36,ch,f,279,0,7,2,19,20
2024,3,37,ch,f,291,0,11,0,15,17
2024,3,38,ch,f,296,0,7,0,11,7
2024,3,39,ch,f,257,0,4,1,10,7
2024,3,40,ch,f,308,0,3,1,8,7
2024,3,41,ch,f,283,0,9,1,12,9
2024,3,42,ch,f,296,0,3,0,5,7
2024,3,43,ch,f,302,0,5,0,10,9
2024,3,44,ch,f,290,0,6,0,9,9
2024,3,45,ch,f,292,0,6,1,12,8
2024,3,46,ch,f,306,0,5,2,6,6
2024,3,47,ch,f,286,0,0,0,7,5
2024,3,48,ch,f,296,0,4,1,11,9
2024,3,49,ch,f,277,0,6,0,7,5
2024,3,50,ch,f,296,0,5,1,7,8
2024,3,51,ch,f,332,0,3,0,5,8
2024,3,52,ch,f,337,0,3,0,4,6
2024,3,53,ch,f,343,0,8,0,7,8
2024,3,54,ch,f,367,0,5,0,8,8
2024,3,55,ch,f,409,0,11,0,17,7
2024,3,56,ch,f,394,0,4,0,6,7
2024,3,57,ch,f,383,0,5,2,11,9
2024,3,58,ch,f,417,0,4,1,9,5
2024,3,59,ch,f,402,0,7,0,5,7
2024,3,60,ch,f,465,0,1,2,9,15
2024,3,61,ch,f,461,0,4,2,7,9
2024,3,62,ch,f,423,0,7,1,8,7
2024,3,63,ch,f,431,0,4,1,8,7
2024,3,64,ch,f,455,0,4,1,6,7
2024,3,65,ch,f,342,0,4,2,5,1
2024,3,66,ch,f,402,0,4,0,4,3
2024,3,67,ch,f,402,0,8,1,12,10
2024,3,68,ch,f,385,0,4,0,8,6
2024,3,69,ch,f,377,0,4,1,1,8
2024,3,70,ch,f,368,0,7,0,8,10
2024,3,71,ch,f,323,0,3,0,2,5
2024,3,72,ch,f,351,0,1,0,7,4
2024,3,73,ch,f,292,0,0,0,4,2
2024,3,74,ch,f,324,0,1,1,3,1
2024,3,75,ch,f,297,0,3,0,6,4
2024,3,76,ch,f,307,0,3,0,3,0
2024,3,77,ch,f,298,0,3,1,6,0
2024,3,78,ch,f,332,0,2,1,1,5
2024,3,79,ch,f,280,0,0,0,1,3
2024,3,80,ch,f,281,0,3,0,4,1
2024,3,81,ch,f,253,0,1,0,7,2
2024,3,82,ch,f,242,0,4,0,3,2
2024,3,83,ch,f,201,0,1,0,7,4
2024,3,84,ch,f,193,0,0,0,3,1
2024,3,85,ch,f,183,0,0,0,2,2
2024,3,86,ch,f,177,0,0,0,4,3
2024,3,87,ch,f,141,0,1,0,4,0
2024,3,88,ch,f,146,0,1,0,2,1
2024,3,89,ch,f,122,0,0,0,3,2
2024,3,90,ch,f,93,0,1,0,0,1
2024,3,91,ch,f,83,0,0,0,1,1
2024,3,92,ch,f,92,0,0,0,1,0
2024,3,93,ch,f,68,0,0,0,0,0
2024,3,94,ch,f,51,0,0,0,1,1
2024,3,95,ch,f,48,0,1,0,2,0
2024,3,96,ch,f,38,0,0,0,0,0
2024,3,97,ch,f,27,0,0,0,0,0
2024,3,98,ch,f,16,0,0,0,0,0
2024,3,99,ch,f,8,0,0,0,0,0
2024,3,100,ch,f,15,0,0,0,0,0
2024,3,0,int,m,0,100,1,1,4,1
2024,3,1,int,m,113,0,4,8,10,6
2024,3,2,int,m,99,0,4,12,5,11
2024,3,3,int,m,137,0,2,7,9,9
2024,3,4,int,m,127,0,2,4,8,9
2024,3,5,int,m,144,0,4,6,1,7
2024,3,6,int,m,158,0,3,6,7,5
2024,3,7,int,m,143,0,0,9,3,8
2024,3,8,int,m,131,0,1,7,3,4
2024,3,9,int,m,130,0,2,10,9,8
2024,3,10,int,m,134,0,2,2,3,1
2024,3,11,int,m,125,0,1,4,2,6
2024,3,12,int,m,126,0,0,8,6,5
2024,3,13,int,m,121,0,1,7,5,6
2024,3,14,int,m,115,0,0,6,4,4
2024,3,15,int,m,128,0,2,4,7,5
2024,3,16,int,m,130,0,0,4,3,6
2024,3,17,int,m,110,0,0,7,5,5
2024,3,18,int,m,152,0,1,5,20,19
2024,3,19,int,m,118,0,3,12,10,20
2024,3,20,int,m,116,0,5,15,18,7
2024,3,21,int,m,116,0,6,14,12,11
2024,3,22,int,m,103,0,8,20,15,13
2024,3,23,int,m,131,0,7,30,13,15
2024,3,24,int,m,167,0,8,40,23,19
2024,3,25,int,m,173,0,10,17,26,23
2024,3,26,int,m,191,0,16,28,30,18
2024,3,27,int,m,178,0,14,35,41,25
2024,3,28,int,m,185,0,25,28,28,24
2024,3,29,int,m,200,0,20,21,18,27
2024,3,30,int,m,231,0,21,14,24,18
2024,3,31,int,m,228,0,18,29,26,19
2024,3,32,int,m,246,0,22,29,33,27
2024,3,33,int,m,242,0,17,38,28,20
2024,3,34,int,m,269,0,16,15,25,22
2024,3,35,int,m,232,0,12,24,18,10
2024,3,36,int,m,232,0,21,26,19,19
2024,3,37,int,m,258,0,16,22,20,27
2024,3,38,int,m,273,0,12,23,22,18
2024,3,39,int,m,277,0,14,16,14,18
2024,3,40,int,m,279,0,14,21,14,16
2024,3,41,int,m,260,0,10,18,21,12
2024,3,42,int,m,265,0,7,15,16,18
2024,3,43,int,m,284,0,11,19,14,18
2024,3,44,int,m,273,0,11,17,10,17
2024,3,45,int,m,255,0,12,14,20,16
2024,3,46,int,m,249,0,12,8,11,9
2024,3,47,int,m,230,0,11,11,13,12
2024,3,48,int,m,208,0,7,13,8,10
2024,3,49,int,m,203,0,7,16,11,13
2024,3,50,int,m,205,0,11,7,11,11
2024,3,51,int,m,199,0,3,7,10,12
2024,3,52,int,m,206,0,7,7,8,7
2024,3,53,int,m,218,0,6,10,10,9
2024,3,54,int,m,204,0,4,9,12,8
2024,3,55,int,m,196,0,5,7,5,8
2024,3,56,int,m,191,0,3,6,6,5
2024,3,57,int,m,189,0,7,5,7,6
2024,3,58,int,m,214,0,2,1,6,8
2024,3,59,int,m,194,0,3,3,5,5
2024,3,60,int,m,179,0,3,4,1,6
2024,3,61,int,m,169,0,2,2,5,2
2024,3,62,int,m,127,0,2,2,3,7
2024,3,63,int,m,131,0,1,3,4,3
2024,3,64,int,m,154,0,3,0,4,1
2024,3,65,int,m,100,0,3,2,6,4
2024,3,66,int,m,106,0,1,1,1,3
2024,3,67,int,m,83,0,0,2,1,2
2024,3,68,int,m,81,0,1,0,2,3
2024,3,69,int,m,72,0,1,0,2,1
2024,3,70,int,m,48,0,0,2,1,0
2024,3,71,int,m,62,0,0,0,1,1
2024,3,72,int,m,48,0,1,0,2,2
2024,3,73,int,m,37,0,0,0,0,0
2024,3,74,int,m,45,0,0,0,1,1
2024,3,75,int,m,45,0,0,0,0,1
2024,3,76,int,m,45,0,0,0,1,0
2024,3,77,int,m,24,0,1,0,0,0
2024,3,78,int,m,42,0,0,0,0,0
2024,3,79,int,m,23,0,0,0,1,0
2024,3,80,int,m,30,0,0,0,1,0
2024,3,81,int,m,18,0,1,0,0,0
2024,3,82,int,m,35,0,0,0,0,0
2024,3,83,int,m,33,0,0,0,0,0
2024,3,84,int,m,34,0,0,0,1,1
2024,3,85,int,m,24,0,1,0,0,0
2024,3,86,int,m,25,0,0,0,0,1
2024,3,87,int,m,8,0,1,0,0,0
2024,3,88,int,m,17,0,0,0,0,0
2024,3,89,int,m,12,0,0,0,0,0
2024,3,90,int,m,10,0,0,0,1,0
2024,3,91,int,m,6,0,0,0,1,0
2024,3,92,int,m,1,0,0,0,0,0
2024,3,93,int,m,0,0,0,0,0,0
2024,3,94,int,m,2,0,0,0,0,0
2024,3,95,int,m,2,0,0,0,0,0
2024,3,96,int,m,1,0,0,0,0,0
2024,3,97,int,m,1,0,0,0,0,0
2024,3,98,int,m,0,0,0,0,0,0
2024,3,99,int,m,0,0,0,0,0,0
2024,3,100,int,m,0,0,0,0,0,0
2024,3,0,int,f,0,109,4,5,4,5
2024,3,1,int,f,111,0,3,7,3,9
2024,3,2,int,f,114,0,4,8,8,2
2024,3,3,int,f,143,0,3,7,3,5
2024,3,4,int,f,120,0,6,14,5,12
2024,3,5,int,f,137,0,1,9,6,7
2024,3,6,int,f,123,0,1,10,8,3
2024,3,7,int,f,118,0,4,8,4,5
2024,3,8,int,f,127,0,3,6,4,2
2024,3,9,int,f,125,0,2,9,2,3
2024,3,10,int,f,140,0,1,7,4,3
2024,3,11,int,f,134,0,3,4,8,9
2024,3,12,int,f,130,0,2,4,4,4
2024,3,13,int,f,108,0,2,4,3,1
2024,3,14,int,f,121,0,1,3,4,7
2024,3,15,int,f,134,0,0,1,6,8
2024,3,16,int,f,109,0,0,5,4,3
2024,3,17,int,f,125,0,2,2,3,2
2024,3,18,int,f,101,0,2,5,4,4
2024,3,19,int,f,118,0,1,1,5,6
2024,3,20,int,f,108,0,4,11,4,6
2024,3,21,int,f,91,0,8,9,9,9
2024,3,22,int,f,104,0,5,15,14,13
2024,3,23,int,f,118,0,11,21,17,15
2024,3,24,int,f,142,0,6,21,17,13
2024,3,25,int,f,128,0,14,21,13,16
2024,3,26,int,f,165,0,11,23,14,19
2024,3,27,int,f,157,0,7,20,21,20
2024,3,28,int,f,154,0,12,20,19,21
2024,3,29,int,f,200,0,9,26,13,21
2024,3,30,int,f,167,0,15,15,19,14
2024,3,31,int,f,207,0,10,24,15,16
2024,3,32,int,f,191,0,11,20,18,10
2024,3,33,int,f,191,0,7,11,15,13
2024,3,34,int,f,218,0,8,12,12,12
2024,3,35,int,f,237,0,6,12,10,14
2024,3,36,int,f,202,0,9,18,11,12
2024,3,37,int,f,225,0,10,14,13,14
2024,3,38,int,f,219,0,9,9,6,8
2024,3,39,int,f,248,0,6,8,8,13
2024,3,40,int,f,213,0,5,9,9,11
2024,3,41,int,f,211,0,9,11,9,6
2024,3,42,int,f,249,0,4,5,7,8
2024,3,43,int,f,208,0,6,9,10,7
2024,3,44,int,f,200,0,7,6,14,12
2024,3,45,int,f,180,0,3,8,8,8
2024,3,46,int,f,208,0,5,7,10,8
2024,3,47,int,f,191,0,5,12,6,9
2024,3,48,int,f,174,0,3,6,4,5
2024,3,49,int,f,203,0,4,7,8,4
2024,3,50,int,f,153,0,3,7,5,8
2024,3,51,int,f,146,0,5,8,5,3
2024,3,52,int,f,170,0,4,9,12,7
2024,3,53,int,f,174,0,2,3,3,6
2024,3,54,int,f,152,0,4,5,5,6
2024,3,55,int,f,159,0,3,3,3,0
2024,3,56,int,f,163,0,4,3,5,10
2024,3,57,int,f,146,0,6,2,3,2
2024,3,58,int,f,129,0,2,0,2,0
2024,3,59,int,f,140,0,0,2,6,3
2024,3,60,int,f,135,0,1,2,3,2
2024,3,61,int,f,126,0,2,1,4,1
2024,3,62,int,f,96,0,3,2,0,4
2024,3,63,int,f,106,0,2,1,1,3
2024,3,64,int,f,115,0,2,2,3,3
2024,3,65,int,f,84,0,0,1,3,0
2024,3,66,int,f,84,0,1,0,2,2
2024,3,67,int,f,57,0,2,0,1,4
2024,3,68,int,f,65,0,0,0,1,3
2024,3,69,int,f,64,0,0,0,1,0
2024,3,70,int,f,52,0,1,0,1,1
2024,3,71,int,f,45,0,0,0,1,0
2024,3,72,int,f,46,0,0,0,0,0
2024,3,73,int,f,34,0,0,1,1,0
2024,3,74,int,f,55,0,0,0,0,0
2024,3,75,int,f,44,0,0,0,1,0
2024,3,76,int,f,46,0,1,0,1,1
2024,3,77,int,f,25,0,0,0,0,0
2024,3,78,int,f,38,0,0,0,0,0
2024,3,79,int,f,26,0,0,0,0,0
2024,3,80,int,f,30,0,0,0,0,0
2024,3,81,int,f,25,0,0,0,1,1
2024,3,82,int,f,30,0,0,0,0,0
2024,3,83,int,f,32,0,0,0,1,0
2024,3,84,int,f,26,0,0,1,0,0
2024,3,85,int,f,19,0,0,0,1,0
2024,3,86,int,f,11,0,1,0,0,0
2024,3,87,int,f,17,0,0,0,1,1
2024,3,88,int,f,13,0,0,0,0,0
2024,3,89,int,f,8,0,0,0,0,0
2024,3,90,int,f,11,0,0,0,0,0
2024,3,91,int,f,8,0,0,0,0,0
2024,3,92,int,f,3,0,0,0,0,0
2024,3,93,int,f,3,0,0,0,0,0
2024,3,94,int,f,0,0,0,0,0,0
2024,3,95,int,f,0,0,0,0,0,0
2024,3,96,int,f,2,0,0,1,0,0
2024,3,97,int,f,0,0,0,0,0,0
2024,3,98,int,f,0,0,0,0,0,0
2024,3,99,int,f,0,0,0,0,0,0
2024,3,100,int,f,0,0,0,0,0,0
2025,3,0,ch,m,0,239,3,0,4,8
2025,3,1,ch,m,230,0,9,1,17,21
2025,3,2,ch,m,247,0,9,2,15,13
2025,3,3,ch,m,247,0,6,0,11,14
2025,3,4,ch,m,241,0,5,0,9,4
2025,3,5,ch,m,271,0,5,1,6,6
2025,3,6,ch,m,262,0,4,0,6,2
2025,3,7,ch,m,248,0,4,2,2,2
2025,3,8,ch,m,272,0,6,0,6,4
2025,3,9,ch,m,244,0,1,1,2,5
2025,3,10,ch,m,265,0,4,0,1,1
2025,3,11,ch,m,285,0,2,3,7,5
2025,3,12,ch,m,265,0,3,1,4,5
2025,3,13,ch,m,258,0,2,1,5,8
2025,3,14,ch,m,283,0,5,1,7,3
2025,3,15,ch,m,284,0,2,0,7,2
2025,3,16,ch,m,262,0,0,1,10,8
2025,3,17,ch,m,258,0,4,1,4,4
2025,3,18,ch,m,259,0,4,0,8,5
2025,3,19,ch,m,276,0,3,2,6,8
2025,3,20,ch,m,288,0,6,0,5,7
2025,3,21,ch,m,281,0,5,2,8,10
2025,3,22,ch,m,260,0,13,0,27,16
2025,3,23,ch,m,269,0,9,0,26,23
2025,3,24,ch,m,265,0,11,2,21,29
2025,3,25,ch,m,282,0,16,1,27,24
2025,3,26,ch,m,278,0,12,1,22,36
2025,3,27,ch,m,303,0,23,0,33,32
2025,3,28,ch,m,290,0,9,1,38,28
2025,3,29,ch,m,300,0,19,2,23,35
2025,3,30,ch,m,305,0,17,2,23,38
2025,3,31,ch,m,279,0,14,1,19,17
2025,3,32,ch,m,300,0,11,0,29,28
2025,3,33,ch,m,319,0,11,2,28,27
2025,3,34,ch,m,309,0,12,0,18,22
2025,3,35,ch,m,306,0,9,1,19,13
2025,3,36,ch,m,312,0,15,1,17,13
2025,3,37,ch,m,308,0,10,1,11,13
2025,3,38,ch,m,279,0,8,1,10,8
2025,3,39,ch,m,295,0,14,0,14,13
2025,3,40,ch,m,305,0,8,2,6,8
2025,3,41,ch,m,277,0,10,1,13,11
2025,3,42,ch,m,278,0,8,0,6,8
2025,3,43,ch,m,273,0,6,1,11,8
2025,3,44,ch,m,299,0,6,0,11,5
2025,3,45,ch,m,303,0,6,1,8,9
2025,3,46,ch,m,288,0,7,0,3,13
2025,3,47,ch,m,244,0,2,1,7,1
2025,3,48,ch,m,256,0,8,0,7,7
2025,3,49,ch,m,260,0,2,3,7,3
2025,3,50,ch,m,280,0,9,1,5,8
2025,3,51,ch,m,282,0,6,0,7,6
2025,3,52,ch,m,297,0,8,0,5,6
2025,3,53,ch,m,318,0,4,2,7,6
2025,3,54,ch,m,357,0,6,1,6,6
2025,3,55,ch,m,366,0,4,2,2,1
2025,3,56,ch,m,354,0,5,0,8,14
2025,3,57,ch,m,370,0,5,1,9,6
2025,3,58,ch,m,386,0,7,0,7,5
2025,3,59,ch,m,414,0,3,0,8,9
2025,3,60,ch,m,400,0,4,2,8,9
2025,3,61,ch,m,458,0,0,2,5,7
2025,3,62,ch,m,414,0,7,0,5,10
2025,3,63,ch,m,420,0,4,1,7,7
2025,3,64,ch,m,397,0,7,1,4,2
2025,3,65,ch,m,390,0,4,0,4,3
2025,3,66,ch,m,333,0,6,0,8,6
2025,3,67,ch,m,360,0,7,0,7,3
2025,3,68,ch,m,334,0,3,2,3,1
2025,3,69,ch,m,351,0,2,1,6,4
2025,3,70,ch,m,355,0,4,0,9,4
2025,3,71,ch,m,325,0,1,0,3,1
2025,3,72,ch,m,316,0,3,0,2,3
2025,3,73,ch,m,335,0,4,0,3,1
2025,3,74,ch,m,281,0,2,1,2,3
2025,3,75,ch,m,271,0,1,1,4,1
2025,3,76,ch,m,270,0,4,0,5,1
2025,3,77,ch,m,279,0,2,1,2,3
2025,3,78,ch,m,245,0,0,0,7,3
